id,split,text,teks_bersih,label_asli,prediksi_svm,prediksi_nb,svm_benar,nb_benar
3791,train,"beredar pesan untuk tki agar hati-hati bawa tas jangan sampai terbuka , karena china akan hancurkan indonesia lewat tki",edar pesan tki hati hati bawa tas buka china hancur indonesia tki,negatif,negatif,negatif,ya,ya
3792,train,"mencoba untuk buka puasa di 18th . dengan harga yang tergolong mahal di antara hotel berbintang di bandung , rasa yang ditawarkan sangat mengecewakan . pasta nya hambar , bebek makanan lain juga hambar . sangat berbeda dengan apa yang biasa ditawarkan . dan pelayanan juga kurang profesional pada saat melakukan pembayaran dengan mengunakan kartu kredit bank mega .",coba buka puasa th harga golong mahal hotel bintang bandung tawar kecewa pasta hambar bebek makan hambar beda tawar layan profesional bayar mengunakan kartu kredit bank mega,negatif,negatif,negatif,ya,ya
3793,train,"maaf , bung hatta tidak pernah dan tidak suka memakan isu bohong seperti prabowo",maaf hatta suka makan isu bohong prabowo,negatif,negatif,negatif,ya,ya
3794,train,"saya memutuskan untuk makan di sini dengan sepupu-sepupu saya karena melihat warung bakso boedjangan saat mobil travel kami lewat di depan nya . kami datang saat makan malam dan terkejut karena warung ini ramai sekali , mungkin karena lokasi nya yang dekat dengan beberapa universitas dan tempat nya yang juga tidak luas . kami memesan menu rekomendasi nya , bakso cengek , bakso keju dsn nasi bakso telur asin .",putus makan sepupu sepupu warung bakso boedjangan mobil travel makan malam kejut warung ramai lokasi universitas luas mes menu rekomendasi bakso cengek bakso keju dsn nasi bakso telur asin,positif,positif,positif,ya,ya
3795,train,lokasi nya yang bersebelahan dengan kampus itb membuat kafe ini cukup ramai . pilihan menu pasta nya cukup variatif . tempat nya juga nyaman dan luas dengan desain yang menarik .,lokasi bahan kampus itb kafe ramai pilih menu pasta variatif nyaman luas desain tarik,positif,positif,positif,ya,ya
3796,train,kesal banget enggak sih indosat jadi bangsat sekarang . lemah otak banget . kecepatan internet nya maksimal 32 kbps . inginkan marah .,kesal banget sih indosat bangsat lemah otak banget cepat internet maksimal kbps marah,negatif,negatif,negatif,ya,ya
3797,train,"perhatian , vienna yang dulu telah berubah . saat ini menjadi pujasera yang menaja jani aneka makanan dari pempek , lomie , hingga tahu gejrot . saya pesan sate , dan sate nya kurang enak .",perhati vienna ubah pujasera taja jani aneka makan pempek lomie gejrot pesan sate sate,positif,positif,positif,ya,ya
3798,train,ini orang goblok banget ya . yang belum beres masih banyak tapi sudah bongkar sana sini . dasar goblok . gubernur dongok tidak jelas .,goblok banget beres bongkar dasar goblok gubernur dongok,negatif,negatif,negatif,ya,ya
3799,train,"restoran ini amat unik , tempat duduk sangat santai , ada air terjun dan suasana sangat nyaman . makanan serba serbi sedap dan harga nya berpatutan . pelayanan sangat pantas , cuma kalau tidak ada reservation dan penuh , kena tunggu . tapi tak rasa lama menunggu kerana anda oleh selfie atau wefie dan bergambar di persekitaran sementara menunggu . saya dan rekan-rekan kami makan nasi goreng kampung daun .",restoran unik duduk santai air terjun suasana nyaman makan serba serbi sedap harga patut layan reservation penuh tunggu tunggu rana selfie wefie gambar sekitar tunggu rekan rekan makan nasi goreng kampung daun,positif,positif,positif,ya,ya
3800,train,"ini nih salah satu tempat fav saya . selama di jakarta saya sering ke bandung lewat liburan bersama teman . tujuan salah satu nya di sini . suasana desa , asri dan sejuk . saya rekomendasi untuk ke sini . harga makanan affordable . setimpal",nih salah fav jakarta bandung libur teman tuju salah suasana desa asri sejuk rekomendasi harga makan affordable timpal,positif,positif,positif,ya,ya
3801,train,ustad bajingan seperti ustadtengkuzul sudah kampanye sara dan kritik dengan berita hoax si bajingan ini gunakan hadits palsu dalam ceramah rokok kencing iblis .,ustad bajing ustadtengkuzul kampanye sara kritik berita hoax si bajing hadits palsu ceramah rokok kencing iblis,negatif,negatif,negatif,ya,ya
3802,train,"nasi putih mungkin belum terlalu terkenal tapi masakan di tempat ini sangat layak untuk dicoba . suasana restoran menyenangkan , terkesan teduh dan tenang . makanan yang disajikan juga sangat menarik dan sangat indonesia .",nasi putih kenal masakan layak coba suasana restoran senang kes teduh tenang makan saji tarik indonesia,positif,positif,positif,ya,ya
3803,train,"apakah salah kalau seseorang yang sudah melakukan kewajiban kemudian meminta hak nya ? tolong , jika ingin dihargai , hargailah juga orang lain , jangan pura pura tidak tahu . itu menyebalkan !",salah wajib hak tolong harga harga pura pura sebal,negatif,negatif,negatif,ya,ya
3804,train,waduh kok begitu provider sebelah saja cuma diminta biaya materai . sekelas maksa harus beli paket untuk ganti kartu ? apa sekarang cari untung nya dengan cara begitu ? bukan soal uang nya hanya cara nya yang saya tidak suka !,provider belah biaya materai kelas maksa beli paket ganti kartu cari untung uang suka,negatif,negatif,negatif,ya,ya
3805,train,"hotel kelas atas di hongkong mengecewakan ya , hahahaha wow .",hotel kelas hongkong kecewa hahahaha wow,negatif,negatif,negatif,ya,ya
3806,train,"sampai hari ini , gue masih belum menyesal pilih jokowi - ahok . semoga pendapat gue tidak berubah sampai akhir masa jabatan mereka .",gue sesal pilih jokowi ahok moga dapat gue ubah jabat,negatif,negatif,negatif,ya,ya
3807,train,tidak terkuat,kuat,negatif,positif,positif,tidak,tidak
3808,train,ustad-ustad ini ceramah nya tidak berguna banget si . tak usah lagi kau ceramah di mesjid ini,ustad ustad ceramah guna banget si kau ceramah mesjid,negatif,negatif,negatif,ya,ya
3809,train,"mencari steak murah ya ini , harga nya terjangkau dan rasa juga lumayan . menu favorit saya tenderloin double extra sauce . milkshake flat nya mantap , jus alpukat nya juga tidak kalah enak",cari steak murah harga jangkau lumayan menu favorit tenderloin double extra sauce milkshake flat mantap jus alpukat kalah,positif,positif,positif,ya,ya
3810,train,kehidupan mengajarkan arti sebuah ikhlas dalam kesabaran dalam memaafkan seseorang,hidup ajar ikhlas sabar maaf,positif,negatif,negatif,tidak,tidak
3811,train,ustad-ustad itu pengikut dajjal ! jangan diikuti . nanti kamu ikut sesat .,ustad ustad ikut dajjal ikut sesat,negatif,negatif,negatif,ya,ya
3812,train,"kalau melihat desain nya pixel 3 sih biasa saja , tapi iklan nya ini bagus banget sampai bikin barang nya jadi terlihat wah banget",desain pixel sih iklan bagus banget bikin barang banget,positif,positif,positif,ya,ya
3813,train,"giggle box di progo ini memang beda dibanding giggle box cabang lain . di sini lebih nyaman , sejuk , tidak terlalu bising kendaraan dan pelayan nya ramah-ramah juga ganteng-ganteng hehe . desain interior dan furniture yang selalu jadi unggulan giggle box ini juga menurut aku paling oke di sini . tempat favorit itu di lantai 2 , selain lebih pribadi , sofa-sofa nya juga lebih nyaman .",giggle box progo beda banding giggle box cabang nyaman sejuk bising kendara layan ramah ramah ganteng ganteng hehe desain interior furniture unggul giggle box oke favorit lantai pribadi sofa sofa nyaman,positif,positif,positif,ya,ya
3814,train,"bagi kalian yang sedang berlibur di bandung , kafe ini bisa jadi alternatif hang out bersama pasangan . letak nya di daerah dago giri . saya ke sini pada sore hari , saat pemandangan nan hijau terhampar jelas dari tempat saya duduk . untuk harga makanan bagi saya cukup mahal . maka dari itu saya hanya memesan hot chocolate saja : d",libur bandung kafe alternatif hang out pasang letak daerah dago giri sore pandang nan hijau hampar duduk harga makan mahal mes hot chocolate,positif,positif,positif,ya,ya
3815,train,awas rim orang pribumi lebih menyeramkan dari setan,awas rim pribumi seram setan,negatif,negatif,negatif,ya,ya
3816,train,"tempat makan dengan menu komplit , pelayanan cepat . suasana antik , nyaman , meskipun agak kurang luas . suka menu bebek nya , dari nasi goreng maupun mie . beberapa kali ke sana pas ada promo dari kartu kredit lumayan diskon nya .",makan menu komplit layan cepat suasana antik nyaman luas suka menu bebek nasi goreng mie pas promo kartu kredit lumayan diskon,positif,positif,positif,ya,ya
3817,train,"aku menyesal sudah beli handphone xiaomi , lain kali saya tidak ingin pakai handphone merek itu lagi",sesal beli handphone xiaomi pakai handphone merek,negatif,negatif,negatif,ya,ya
3818,train,"pemandangan yang menghadap lembah dan pepohonan , menu masakan dari indonesian makanan , makanan barat dan beberapa menu ala carte cake dan pastry . namun masakan nya tidak terlalu spesial rasanya biasa-biasa saja , hanya pemandangan nya saja yang bagus",pandang hadap lembah pohon menu masakan indonesian makan makan barat menu ala carte cake pastry masakan spesial pandang bagus,positif,positif,positif,ya,ya
3819,train,kebaikan,baik,positif,positif,positif,ya,ya
3820,train,"menemukan babi guling di daerah bandung lumayan mengobati untuk makan nasi babi guling daripada harus ke bali , walaupun agak beda tapi sejauh ini masih enak , hanya saja jika kita telat ke sana bisa keburu habis makanan nya dan harus melalui antre yang panjang karena restoran nya tidak terlalu besar .",temu babi guling daerah bandung lumayan obat makan nasi babi guling bal beda telat keburu habis makan antre restoran,positif,positif,positif,ya,ya
3821,train,"saya sangat suka makan di tempat ini . karena suasana nya sangat alam , pengunjung bisa memilih tempat makan di lesehan yang ada dekat sawah , atau pinggir kolam atau meja biasa .",suka makan suasana alam unjung pilih makan leseh sawah pinggir kolam meja,positif,positif,positif,ya,ya
3822,train,"perjalanan ke kafe dipakar cukup sulit medan - nya , sangat direkomendasikan menggunakan sepeda motor atau non city - car . nuansa di lokasi sangat indah , pemandangan pegunungan dengan kesegaran alam , pas untuk berfoto ria . untuk makanan dan minuman , secara rasa standar saja , pesan nasi bakar nya yang khas dan meskipun secara porsi kurang mengenyangkan , harus tambah cemilan lagi biar pas kenyang - nya",jalan kafe pakar sulit medan rekomendasi sepeda motor non city car nuansa lokasi indah pandang gunung segar alam pas foto ria makan minum standar pesan nasi bakar khas porsi kenyang cemilan biar pas kenyang,positif,positif,positif,ya,ya
3823,train,"bubur ayam hamid , luar biasa enak banget , rasanya bikin kita jadi ketagihan dan ketagihan terus . pokok nya enak banget ! rekomendasi deh",bubur ayam hamid banget bikin tagih tagih pokok banget rekomendasi deh,positif,positif,positif,ya,ya
3824,train,aku tidak marah pada indosat walaupun sinyal nya sering meredup,marah indosat sinyal redup,positif,positif,negatif,ya,tidak
3825,train,"teknik-teknik pencitraan ini , kalau memang bermanfaat untuk rakyat kenapa masih diimpor , kalau hanya ingin meraih simpatisan menjual nama rakyat , sebaiknya tobat dulu pak , jangan asal bunyi .",teknik teknik citra manfaat rakyat impor raih simpatisan jual nama rakyat tobat bunyi,negatif,negatif,negatif,ya,ya
3826,train,"makanan nya enak enak dan eye catching untuk di foto , suka . tetapi minuman nya juga enak dan tempat nya nyaman untuk kumpul kumpul dengan teman .",makan eye catching foto suka minum nyaman kumpul kumpul teman,positif,positif,positif,ya,ya
3827,train,beehive mereka salah satu kafe terbaru di bandung . desain nya sangat apik dan nyaman dengan fasilitas parkir yang cukup luas . harga nya cukup mahal namun rasanya enak . saya meme asan steak ikan dengan topping keju di atas nya dan saya sangat menyukai menu tsb.,beehive salah kafe baru bandung desain apik nyaman fasilitas parkir luas harga mahal meme asan steak ikan topping keju suka menu tsb,positif,positif,positif,ya,ya
3828,train,"mal ini memiliki desain yang menarik , tidak seperti mal lain yang bertingkat , mal ini hanya memiliki 1 lantai , dan tempat makan nya juga di luar dan tertata rapi .",mal milik desain tarik mal tingkat mal milik lantai makan tata rapi,positif,positif,positif,ya,ya
3829,train,"batagor nya enak , tapi bila diukur dengan harga nya , kok sepertinya overpriced dan berlebihan nilai untuk uang . cukup sekali tidak akan mencoba lagi",batagor ukur harga overpriced nilai uang coba,negatif,negatif,negatif,ya,ya
3830,train,daging nya begitu empuk dengan kuah kental yang menggoda menjadikan selera makan bertambah . ditambah lagi kematangan daging yang cukup menjadikan restoran ini patut untuk dikunjungi,daging empuk kuah kental goda jadi selera makan tambah tambah matang daging jadi restoran patut kunjung,positif,positif,positif,ya,ya
3831,train,transaksi beli pulsa pln pra bayar melalui mandiri mobile mjd tidak efisien karena harus telepon 14000 untuk dapat tidak token nya / tidak otomatis .,transaksi beli pulsa pln pra bayar mandiri mobile mjd efisien telepon token otomatis,negatif,negatif,negatif,ya,ya
3832,train,jaringan diperbaiki dong parah banget soal nya,jaring baik parah banget,negatif,negatif,negatif,ya,ya
3833,train,"tidak bisa menggunakan kode promo di aplikasi android , telpon ke pelayanan pelanggan bilang nya tidak ada solusi nya . oke uninstall dan tidak rekomendasi !",kode promo aplikasi android telpon layan langgan bilang solusi oke uninstall rekomendasi,negatif,negatif,negatif,ya,ya
3834,train,"pun tahu , cap cay , kangkung nya lumayan tapi kepiting saus padang nya mengecewakan kami dikasih kepiting yang kopong akhir kami tidak makan kepting nya dan dikembalikan .",cap cay kangkung lumayan kepiting saus padang kecewa kasih kepiting kopong makan kepting kembali,negatif,negatif,positif,ya,tidak
3835,train,makan malam romantis bisa di sini . eksklusif . ada space di luar dengan menu yang premium . ada di daerah perbukitan,makan malam romantis eksklusif space menu premium daerah bukit,positif,positif,positif,ya,ya
3836,train,"interior di resto ini bergaya indonesia tempo dulu . kursi jati model vintage yang keras tanpa busa , sehingga walau cantik agak kurang nyaman untuk duduk lama-lama . menempati rumah tua , suasana nya tenang dan nyaman . pilihan makanan minuman banyak .",interior resto gaya indonesia tempo kursi jati model vintage keras busa cantik nyaman duduk tempat rumah tua suasana tenang nyaman pilih makan minum,positif,positif,positif,ya,ya
3837,train,"saya ordered yamien manis pangsit basah . soal rasa , standar aja . terlalu manis . porsi nya sih jumbo . dari menu nya , ada tulisan kalau pangsit , bakso mengandung babi . tapi aku makan pangsit basah nya biasa saja . tidak berasa babi nya . kuah nya pun plain , tidak ada rasa kaldu , entah dari ayam atau babi . temen ku pesan yamien kuah pangsit basah , es jeruk , kopi susu .",ordered yamien manis pangsit basah standar aja manis porsi sih jumbo menu tulis pangsit bakso kandung babi makan pangsit basah asa babi kuah plain kaldu ayam babi temen ku pesan yamien kuah pangsit basah es jeruk kopi susu,positif,positif,positif,ya,ya
3838,train,kocak . kocak . dasar tua bangka tidak tahu diri . ustad mikir nya kok nge sekali saja .,kocak kocak dasar tua bangka ustad mikir nge,negatif,negatif,negatif,ya,ya
3839,train,"melahirkan di rs hermina jatinegara sangat direkomendasikan . fasilitas lengkap , seperti fetotermal , perina , nicu , klinik tumbuh kembang , senam hamil , dan pmo . selain itu , hermina juga sangat pro asi dan imd . ditambah lagi semua kamar itu rooming in dengan bayi nya .",lahir rs hermina jatinegara rekomendasi fasilitas lengkap fetotermal ina nicu klinik tumbuh kembang senam hamil pmo hermina pro asi imd tambah kamar rooming in bayi,positif,positif,positif,ya,ya
3840,train,"saya bersama rekan kerja sengaja mencoba makan siang di sambal khas karmila cab . buah batu bandung , untuk tempat terbilang cozzy dan cukup nyaman jika di lantai atas , sedangkan lantai dasar saya rasa tidak lebih dari tempat makan makanan cepat saji yang cukup penuh dengan hiruk pikuk pelanggan . rasa ayam bakar di sini sangat saya rekomendasikan bersama sambal mangga . terkait harga terbilang relative .",rekan sengaja coba makan siang sambal khas karmila cab buah batu bandung bilang cozzy nyaman lantai lantai dasar makan makan cepat saji penuh hiruk pikuk langgan ayam bakar rekomendasi sambal mangga kait harga bilang relative,positif,positif,positif,ya,ya
3841,train,asliiiiii keren banget u16 mantap bravo indonesia semangat asian games !,asliiiiii keren banget mantap bravo indonesia semangat asi games,positif,positif,positif,ya,ya
3842,train,"terletak di jalan cipaganti bandung di seberang pom bensin . ruang makan cukup luas . makanan khas jawa yang cukup beragam . ayam goreng nya empuk nan lezat , juga hati ampela nya enak serta karedok dan buntil nya . tempat parkir cukup luas",letak jalan cipaganti bandung seberang pom bensin ruang makan luas makan khas jawa agam ayam goreng empuk nan lezat hati ampela karedok buntil parkir luas,positif,positif,positif,ya,ya
3843,train,"tempat nya super nyaman , sejuk , pemandangan indah , cocok untuk foto dengan latar alam . untuk harga makanan tergolong cukup untuk ukuran kafe kafe .",super nyaman sejuk pandang indah cocok foto latar alam harga makan golong ukur kafe kafe,positif,positif,positif,ya,ya
3844,train,"tempat di tenda pinggir jalan , makanan biasa saja , di sana banyak yang merokok , lalu harga makanan selalu berubah ubah walaupun menu nya sama , kadang harga bisa murah dan bisa mahal sekali , tidak rekomendasi",tenda pinggir jalan makan rokok harga makan ubah ubah menu kadang harga murah mahal rekomendasi,negatif,negatif,positif,ya,tidak
3845,train,andai sahaja kubu prabowo tidak menjatuhkan kubu jokowi saya pasti pilih prabowo . tapi bohong iya iya iya iya iya iya saya tidak suka politik .,andai sahaja kubu prabowo jatuh kubu jokowi pilih prabowo bohong iya iya iya iya iya iya suka politik,negatif,negatif,negatif,ya,ya
3846,train,tempat makan malam yang nyaman dan romantis . kebetulan saya dan suami makan di lantai paling atas . makanan yang datang cukup cepat . rasanya juga enak .,makan malam nyaman romantis suami makan lantai makan cepat,positif,positif,positif,ya,ya
3847,train,"menu nya sebenarnya cuma indomie doang tapi di macam in sama roti bakar . untuk harga rada mahal sih cuma buat makan indomie doang hehe . tempat nya nyaman , bersih , wifi kencang . cocok buat tempat nugas : p",menu indomie doang in roti bakar harga rada mahal sih makan indomie doang hehe nyaman bersih wifi kencang cocok nugas,positif,positif,positif,ya,ya
3848,train,"dari dulu tempat yang sangat indah untuk menikmati malam dengan ditemankan sinar bulan dan pemandangan lampu kota . makanan dengan kualitas yang baik disediakan , tentu sebanding dengan harga nya . perlu diingat untuk selalu pesan terlebih dahulu tempat di sana , karena selalu penuh .",indah nikmat malam teman sinar pandang lampu kota makan kualitas sedia banding harga pesan penuh,positif,positif,positif,ya,ya
3849,train,"ingin menyantap hidangan sunda , datang deh saat sarapan / sarapan pagi ke hotel ini . di sini menyajikan berbagai mcam hidangan sunda secara buffee . selain itu , restoran ini juga menyediakan menu internasional yang bisa dipesan ala carte . staff yang ramah dan selalu tersenyum melayani anda , menambah nilai tersendiri bersantap di restoran ini",santap hidang sunda deh sarap sarap pagi hotel saji mcam hidang sunda buffee restoran sedia menu internasional pes ala carte staff ramah senyum layan tambah nilai sendiri santap restoran,positif,positif,positif,ya,ya
3850,train,smartfren lemah otak banget mahal dan komponen tidak ada kelanjutan . pelayanan jelek harga nya mahal . kalau lemah otak terus bagaimana pakai kuota nya . hmmm sungguh terlalu .,smartfren lemah otak banget mahal komponen lanjut layan jelek harga mahal lemah otak pakai kuota hmmm sungguh,negatif,negatif,negatif,ya,ya
3851,train,setiap ke bandung saya selalu ke sini t4 nya bagus dan nyaman . udara di sini dingin . alam nya kerasa banget . makanan nya lumayan,bandung bagus nyaman udara dingin alam rasa banget makan lumayan,positif,positif,positif,ya,ya
3852,train,"rumah makan padang ini tempat nya lumayan bersih . menu nya seperti masakan padang yang lain , ada rendang telur nangka dll. untuk rasanya enak , dan standar masakan padang yang agak berminyak . harga nya tidak terlalu mahal tidak murah banget juga , jadi cocoklah makan masakan padang di sini siang hari .",rumah makan padang lumayan bersih menu masakan padang rendang telur nangka dll standar masakan padang minyak harga mahal murah banget cocok makan masakan padang siang,positif,positif,positif,ya,ya
3853,train,ciduk saja pak tidak usah pake lama,ciduk pake,negatif,negatif,negatif,ya,ya
3854,train,"saya mengorderkan gocar untuk saudara saya guna cek up kesehatan nya dan sudah saya bayar dengan gopay , tapi saudara saya yang sakit masih dikenakan biasa cash . kurang ajar !",order gocar saudara cek up sehat bayar gopay saudara sakit kena cash ajar,negatif,negatif,negatif,ya,ya
3855,train,pa ini kondisi tegalega yang kumuh banyak sampah yang menumpuk tidak terurus dan bedeng-bedeng liar tolong perbaiki ini sudah terlalu lama,pa kondisi tegalega kumuh sampah tumpuk urus bedeng bedeng liar tolong baik,negatif,negatif,negatif,ya,ya
3856,train,jangan percaya . di Jakarta saja orang ini tidak bertanggung jawab cukup warga Jakarta yang menjadi korban,percaya jakarta tanggung warga jakarta korban,negatif,negatif,negatif,ya,ya
3857,train,"standar rasa makanan nya . baru datang . langsung dingin tidak panas lagi makanan nya . untuk suasana di sini sangatlah dingin , pastikan membawa jaket ya dimalam hari :",standar makan dingin panas makan suasana dingin pasti bawa jaket malam,positif,positif,positif,ya,ya
3858,train,"kecewa banget , kenapa net direkam tidak bisa dapat firstwkan di musim show . ada bener nya juga apa yang diomongin sama knetz kalau net itu tidak sesukses sunbae nya . tolong czennies kita harus lebih kerja keras lagi . gue tidak sanggup melihat net di katakan knets grup gagal nya dengan .",kecewa banget net rekam firstwkan musim show bener diomongin knetz net sukses sunbae tolong czennies keras gue sanggup net knets grup gagal,negatif,negatif,negatif,ya,ya
3859,train,"dua kali sudah teman saya bookingkan tiket lewat aplikasi ini bagus-bagus saja . tidak sampai 2 mnit , kode booking nya langsung dikirimkan . mantap .",teman bookingkan tiket aplikasi bagus bagus mnit kode booking kirim mantap,positif,positif,positif,ya,ya
3860,train,"selalu padat makanan cepat saji favorit dari anak muda ampe keluarga , ayam nya enak gede pas buat yang sudah keliling shopping , hanya agak sedikit lama saat mengantar dan menunggu pesanan mungkin karena banyak pesanan kali ya , setimpal dengan pocketlah .",padat makan cepat saji favorit anak muda ampe keluarga ayam gede pas keliling shopping antar tunggu pesan pesan timpal pocketlah,positif,positif,positif,ya,ya
3861,train,the raid memang film indonesia terbaik sepanjang masa,the raid film indonesia baik,positif,positif,negatif,ya,tidak
3862,train,"suasana teduh dan nyaman di tengah resto ada kolam ikan dengan ikan-ikan koi yang besar , terdapat makanan barat , european and sundanese food",suasana teduh nyaman tengah resto kolam ikan ikan ikan koi makan barat european and sundanese food,positif,positif,positif,ya,ya
3863,train,"raja sunda menyajikan masakan sunda dan seafood . lokasi nya di jalan pasteur , suasana nya enak . yang direkomendasikan : keredok dan nasi timbel nya .",raja sunda saji masakan sunda seafood lokasi jalan pasteur suasana rekomendasi keredok nasi timbel,positif,positif,positif,ya,ya
3864,train,"kemarin saya dan teman-teman ke sana wah memang bagus itu tempat nya kopi nya juga enak loh , tapi pas saya dan teman-teman pulang lewat antapani bertemu kafe yang ada barber nya , kebetulan teman saya ingin cukur juga ya sudah kita mampir ke sana tapi tidak disangka dikira mahal karena tempat yang mewah tetapi harga bawah dan rasa kelas atas kaget maka dari itu .",kemarin teman teman bagus kopi loh pas teman teman pulang antapani temu kafe barber teman cukur mampir sangka mahal mewah harga kelas kaget,positif,positif,positif,ya,ya
3865,train,"makanan di warung steak and shake enak sekali . steak ayam , sapi , ikan , cumi menjadi pilihan utama di sini . harga nya murah dan makanan di warung steak sentiasa memuaskan citarasa saya . chicken cordon blue steak chicken burger menjadi pilihan kegemaran saya . saya pasti akan ke warung steak di bandung pada masa yang akan datang .",makan warung steak and shake steak ayam sapi ikan cumi pilih utama harga murah makan warung steak sentiasa muas citarasa chicken cordon blue steak chicken burger pilih gemar warung steak bandung,positif,positif,positif,ya,ya
3866,train,rendang java coffee merupakan makanan minuman terenak d dunia . kedua nya dari indonesia ! mantap !,rendang java coffee makan minum enak dunia indonesia mantap,positif,positif,positif,ya,ya
3867,train,"foods : menu baru cheeseburger nya oke banget dan chicken wings pizza hut memang selalu juara . dirilis : mixing green tea yakult , perfect ! satu-satunya kekurangan pizza hut adalah pinggiran nya ,",foods menu cheeseburger oke banget chicken wings pizza hut juara rilis mixing green tea yakult perfect satu kurang pizza hut pinggir,positif,positif,positif,ya,ya
3868,train,"saya datang semalam , 12 maret 2016 . pertama kalinya saya datang ke situ . dan tempat nya benar-benar keren . tidak salah deh kalau saya direkomendasikan banget lawang wangi sebagai salah satu destinasi yang wajib dikunjungi kalau ke bandung . dan yang tidak kalah penting nya nih . pelayanan nya oke banget . 2 jempol masih kurang deh untuk menejemen lawang wangi . ramah cepat dan sangat oke banget deh buat mereka semua .",malam maret kali situ keren salah deh rekomendasi banget lawang wangi salah destinasi wajib kunjung bandung kalah nih layan oke banget jempol deh menejemen lawang wangi ramah cepat oke banget deh,positif,positif,positif,ya,ya
3869,train,say lebih hebat dibanding jokowi,say hebat banding jokowi,positif,positif,negatif,ya,tidak
3870,train,puas,puas,positif,positif,positif,ya,ya
3871,train,"memberi layanan yang amat bagus , sentiasa memberi senyuman , senang berkomunikasi . insyallah akan datang lagi ke sini . amat memuaskan . pengalaman menarik dengan masakan yang enak .",layan bagus sentiasa senyum senang komunikasi insyallah muas alam tarik masakan,positif,positif,positif,ya,ya
3872,train,"makanan nya terjangkau , desain interior dan pencahayaan nya cukup oke , cocok buat buat rapat juga . paling oke kalau datang malam .",makan jangkau desain interior cahaya oke cocok rapat oke malam,positif,positif,positif,ya,ya
3873,train,"bandung terkenal sebagai tempat produksi tahu / tofu lokal dengan kualitas prima , salahsatu yang terbaik bisa dicari di warung talaga . mereka punya pabrik sendiri di jalan . jendral sudirman , tapi mengembangkan bisnis nya menjadi sajian kuliner juga . ada berbagai pilihan sajian tahu / tofu mulai dari hidangan konvensional seperti batagor maupun yang fusion tapi tetap mempertahankan citarasa tradisional . sangat direkomendasikan bagi pecinta kuliner .",bandung kenal produksi tofu lokal kualitas prima salahsatu baik cari warung talaga pabrik jalan jendral sudirman kembang bisnis saji kuliner pilih saji tofu hidang konvensional batagor fusion tahan citarasa tradisional rekomendasi cinta kuliner,positif,positif,positif,ya,ya
3874,train,"dikarenakan sedang menginap di hotel sheraton , ketika malam tiba , kami mencari tempat untuk hang out . karena tidak mau jauh-jauh , jadi diputuskan untuk hang out di golden monkey . dikarenakan kami datang pada senin malam , suasana nya tidak ramai , cenderung sepi . jadi untuk mengobrol itu enak sekali . virgin mojito yang aku pesan lumayan ok .",inap hotel sheraton malam cari hang out putus hang out golden monkey senin malam suasana ramai cenderung sepi obrol virgin mojito pesan lumayan ok,positif,positif,positif,ya,ya
3875,train,"pelayanan baik , cepat . tempat cukup besar dan nyaman riau suasana menyenangkan . makanan lama chop cukup besar , cukup empuk dan terasa juicy ketika dikunyah .",layan cepat nyaman riau suasana senang makan chop empuk juicy kunyah,positif,positif,positif,ya,ya
3876,train,"sudah lebih dari 10x saya restart , payah !",restart payah,negatif,negatif,negatif,ya,ya
3877,train,hajar ! bakar masjid homo nya ! mereka gagal memerangi sekarang mereka gunakan jurus lain . jurus homo religius . hajar,hajar bakar masjid homo gagal rang jurus jurus homo religius hajar,negatif,negatif,negatif,ya,ya
3878,train,tolong jangan order tiket pakai aplikasi ini kalau tidak mau kecewa . benci banget . sudah transfer etiket tidak dikirim-kirim malah pesanan dibatalkan . telpon pelayanan pelanggan juga tidak diangkat . di-email tidak dibalas .,tolong order tiket pakai aplikasi kecewa benci banget transfer etiket kirim kirim pesan batal telpon layan langgan angkat email balas,negatif,negatif,negatif,ya,ya
3879,train,"tempat ini romantis , cocok dijadikan tempat makan malam bareng orang yang disuka , pacar atau istri . pemandangan nya kalau malam bagus , karena bisa melihat kota bandung dari ketinggian . dikunjungan yang kedua kalinya ini , saya coba menu zuppa sama weddang ronde nya . rasanya enak banget . tapi sayang nya tadi pas lagi pesan makan , ada kecoak jatuh di atas meja . menyeramkan . jadi biar adil aku suara 3 bintang saja .",romantis cocok jadi makan malam bareng suka pacar istri pandang malam bagus kota bandung tinggi kunjung kali coba menu zuppa weddang ronde banget sayang pas pesan makan kecoak jatuh meja seram biar adil suara bintang,positif,positif,positif,ya,ya
3880,train,jawaban nya tidak memuaskan . ingin marah-marah sama itu pelayanan pelanggan .,muas marah marah layan langgan,negatif,negatif,negatif,ya,ya
3881,train,mahasiswa bodoh jadi badut politik . kalau berani acungkan kartu merah ke dpr yang tidak ada kerja dan hasil nya buat rakyat .,mahasiswa bodoh badut politik berani acung kartu merah dpr hasil rakyat,negatif,negatif,negatif,ya,ya
3882,train,"saya bayar tagihan listrik dengan pilih transfer bca dan saya sudah trofi lewat bank lain ke rek bca , tapi id pln yang sama karena lama belum terverifikasi bagaimana sih ?!",bayar tagih listrik pilih transfer bca trofi bank rek bca id pln verifikasi sih,negatif,negatif,negatif,ya,ya
